id,date,title,amount,transaction_type,category,category_group,special_tag,budget_impact,year,month,day_of_week
3501,2024-11-22,rau má,6000,expense,Ăn vặt,Ăn uống,,-6000,2024,11,Friday
3502,2024-11-22,cơm gà lê trang,28000,expense,Ăn chính,Ăn uống,,-28000,2024,11,Friday
3503,2024-11-22,sữa tuoi + bánh mì,15000,expense,Ăn chính,Ăn uống,,-15000,2024,11,Friday
3504,2024-11-22,spotify,29500,expense,Tinh thần,Giải trí,,-29500,2024,11,Friday
3505,2024-11-22,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2024,11,Friday
3506,2024-11-22,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2024,11,Friday
3507,2024-11-24,sữa tắm,140000,expense,Tiện ích,Sinh hoạt,,-140000,2024,11,Sunday
3508,2024-11-24,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2024,11,Sunday
3509,2024-11-24,mì + sữa,70000,expense,Ăn chính,Ăn uống,,-70000,2024,11,Sunday
3510,2024-11-24,cơm tiền ký,40000,expense,Ăn chính,Ăn uống,,-40000,2024,11,Sunday
3511,2024-11-25,ép dưa hấu,10000,expense,Ăn vặt,Ăn uống,,-10000,2024,11,Monday
3512,2024-11-25,ăn sáng + nước đá,14000,expense,Ăn chính,Ăn uống,,-14000,2024,11,Monday
3513,2024-11-25,cơm tiền ký,40000,expense,Ăn chính,Ăn uống,,-40000,2024,11,Monday
3514,2024-11-25,thuốc sức thẹo,325000,expense,Cơ thể,Thể thao,BigM,-325000,2024,11,Monday
3515,2024-11-25,cơm gà,20000,expense,Ăn chính,Ăn uống,,-20000,2024,11,Monday
3516,2024-11-26,xoi + nc đá,8000,expense,Ăn chính,Ăn uống,,-8000,2024,11,Tuesday
3517,2024-11-26,bida với ân,25000,expense,Bi-da,Thể thao,,-25000,2024,11,Tuesday
3518,2024-11-26,bánh mì,15000,expense,Ăn chính,Ăn uống,,-15000,2024,11,Tuesday
3519,2024-11-26,cơm sườn,20000,expense,Ăn chính,Ăn uống,,-20000,2024,11,Tuesday
3520,2024-11-26,gửi xe,4000,expense,Học tập,Học tập,,-4000,2024,11,Tuesday
3521,2024-11-26,vé số,10000,expense,Giải trí,Giải trí,,-10000,2024,11,Tuesday
3522,2024-11-26,mì hoành,30000,expense,Ăn chính,Ăn uống,,-30000,2024,11,Tuesday
3523,2024-11-26,trà sen vs Q,35000,expense,Gấu,Xã hội,,-35000,2024,11,Tuesday
3524,2024-11-27,bida với ân,15000,expense,Bi-da,Thể thao,,-15000,2024,11,Wednesday
3525,2024-11-27,cơm gà,30000,expense,Ăn chính,Ăn uống,,-30000,2024,11,Wednesday
3526,2024-11-27,cơm tiền ký,40000,expense,Ăn chính,Ăn uống,,-40000,2024,11,Wednesday
3527,2024-11-28,cơm sườn,24000,expense,Ăn chính,Ăn uống,,-24000,2024,11,Thursday
3528,2024-11-28,pocira tập gym,22000,expense,Gym,Thể thao,,-22000,2024,11,Thursday
3529,2024-11-28,bún riêu,25000,expense,Ăn chính,Ăn uống,,-25000,2024,11,Thursday
3530,2024-11-28,ca fe sữa,23000,expense,Giải trí,Giải trí,,-23000,2024,11,Thursday
3531,2024-11-28,afc,15000,expense,Ăn chính,Ăn uống,,-15000,2024,11,Thursday
3532,2024-11-28,bida với béo,38000,expense,Bi-da,Thể thao,,-38000,2024,11,Thursday
3533,2024-11-28,nước mía,10000,expense,Ăn vặt,Ăn uống,,-10000,2024,11,Thursday
3534,2024-11-28,bida với ân,42000,expense,Bi-da,Thể thao,,-42000,2024,11,Thursday
3535,2024-11-29,bida,31000,expense,Bi-da,Thể thao,,-31000,2024,11,Friday
3536,2024-11-29,gửi xe,5000,expense,Học tập,Học tập,,-5000,2024,11,Friday
3537,2024-11-29,ép dưa hấu,15000,expense,Ăn vặt,Ăn uống,,-15000,2024,11,Friday
3538,2024-11-29,xoi,8000,expense,Ăn chính,Ăn uống,,-8000,2024,11,Friday
3539,2024-11-29,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2024,11,Friday
3540,2024-11-29,cơm lê trang,34000,expense,Ăn chính,Ăn uống,,-34000,2024,11,Friday
3541,2024-11-29,lẩu với lớp,40000,expense,Quan hệ xã hội,Xã hội,,-40000,2024,11,Friday
3542,2024-11-29,bia min beach,35000,expense,Ăn vặt,Ăn uống,,-35000,2024,11,Friday
3543,2024-11-29,bộ bài,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2024,11,Friday
3544,2024-11-29,thua bài,11000,expense,Quan hệ xã hội,Xã hội,,-11000,2024,11,Friday
3545,2024-11-30,bánh mì ăn sáng,22000,expense,Ăn chính,Ăn uống,,-22000,2024,11,Saturday
3546,2024-11-30,cầu lông,38000,expense,Cầu lông,Thể thao,,-38000,2024,11,Saturday
3547,2024-11-30,phí trả sau zalo,20000,expense,Ngu,Cá nhân,,-20000,2024,11,Saturday
3548,2024-12-03,ktx hk1 24-25,204000,expense,Nhà ở,Sinh hoạt,Monthly,-204000,2024,12,Tuesday
3549,2024-12-03,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2024,12,Tuesday
3550,2024-12-03,sữa tươi,66000,expense,Ăn chính,Ăn uống,,-66000,2024,12,Tuesday
3551,2024-12-03,vé số,10000,expense,Giải trí,Giải trí,,-10000,2024,12,Tuesday
3552,2024-12-03,cafe,14000,expense,Cà phê,Ăn uống,,-14000,2024,12,Tuesday
3553,2024-12-03,bún riêu,20000,expense,Ăn chính,Ăn uống,,-20000,2024,12,Tuesday
3554,2024-12-03,bida với ân,16000,expense,Bi-da,Thể thao,,-16000,2024,12,Tuesday
3555,2024-12-03,màn hình,1155150,expense,Tiện ích,Sinh hoạt,BigM,-1155150,2024,12,Tuesday
3556,2024-12-03,gym tháng 12,183000,expense,Gym,Thể thao,Monthly,-183000,2024,12,Tuesday
3557,2024-12-03,ốp lưng + dán màn,21000,expense,Tiện ích,Sinh hoạt,,-21000,2024,12,Tuesday
3558,2024-12-03,bánh mì,12000,expense,Ăn chính,Ăn uống,,-12000,2024,12,Tuesday
3559,2024-12-03,mèo bạc,16000,expense,Thuốc lá,Cá nhân,,-16000,2024,12,Tuesday
3560,2024-12-03,karaoke với đám tấn phúc,76000,expense,Quan hệ xã hội,Xã hội,,-76000,2024,12,Tuesday
3561,2024-12-03,xin mẹ tiền ăn,190000,income,Gia đình,Thu nhập,,190000,2024,12,Tuesday
3562,2024-12-04,bánh tráng nướng,16000,expense,Ăn chính,Ăn uống,,-16000,2024,12,Wednesday
3563,2024-12-04,icloud,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2024,12,Wednesday
3564,2024-12-04,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,12,Wednesday
3565,2024-12-04,tiền cơm,24000,expense,Ăn chính,Ăn uống,,-24000,2024,12,Wednesday
3566,2024-12-04,xoi + nc đá,8000,expense,Ăn chính,Ăn uống,,-8000,2024,12,Wednesday
3567,2024-12-04,luong shopee,64361,income,Lương,Thu nhập,,64361,2024,12,Wednesday
3568,2024-12-05,cơm nấm,45000,expense,Ăn chính,Ăn uống,,-45000,2024,12,Thursday
3569,2024-12-05,bảo vệ tài khoản,3000,expense,Tiện ích,Sinh hoạt,,-3000,2024,12,Thursday
3570,2024-12-05,bún chả giò + nc đá,22000,expense,Ăn chính,Ăn uống,,-22000,2024,12,Thursday
3571,2024-12-05,cơm sườn,24000,expense,Ăn chính,Ăn uống,,-24000,2024,12,Thursday
3572,2024-12-06,shop 6/12,69482,income,Lương,Thu nhập,,69482,2024,12,Friday
3573,2024-12-06,bánh tráng nướng,15000,expense,Ăn chính,Ăn uống,,-15000,2024,12,Friday
3574,2024-12-06,cơm tiền ký,40000,expense,Ăn chính,Ăn uống,,-40000,2024,12,Friday
3575,2024-12-06,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,12,Friday
3576,2024-12-06,xoi + nc đá,8000,expense,Ăn chính,Ăn uống,,-8000,2024,12,Friday
3577,2024-12-07,nước ép dưa hấu,15000,expense,Ăn vặt,Ăn uống,,-15000,2024,12,Saturday
3578,2024-12-07,cơm gà,20000,expense,Ăn chính,Ăn uống,,-20000,2024,12,Saturday
3579,2024-12-07,gửi xe hội thảo,5000,expense,Quan hệ xã hội,Xã hội,,-5000,2024,12,Saturday
3580,2024-12-07,xăng,10000,expense,Di chuyển,Sinh hoạt,,-10000,2024,12,Saturday
3581,2024-12-07,lẩu chay,29000,expense,Ăn chính,Ăn uống,,-29000,2024,12,Saturday
3582,2024-12-07,revai,11000,expense,Quan hệ xã hội,Xã hội,,-11000,2024,12,Saturday
3583,2024-12-07,nam á bank tạo tk lấy ly nước,50000,expense,Ngu,Cá nhân,,-50000,2024,12,Saturday
3584,2024-12-07,gửi xe hội thảo,2000,expense,Học tập,Học tập,,-2000,2024,12,Saturday
3585,2024-12-07,coffee,17000,expense,Cà phê,Ăn uống,,-17000,2024,12,Saturday
3586,2024-12-07,xoi + nc đá,8000,expense,Ăn chính,Ăn uống,,-8000,2024,12,Saturday
3587,2024-12-08,shopee 8/12,73602,income,Lương,Thu nhập,,73602,2024,12,Sunday
3588,2024-12-08,trứng gà nướng,18000,expense,Ăn chính,Ăn uống,,-18000,2024,12,Sunday
3589,2024-12-08,cơm gà lê trang,28000,expense,Ăn chính,Ăn uống,,-28000,2024,12,Sunday
3590,2024-12-08,cơm + nc đá,21000,expense,Ăn chính,Ăn uống,,-21000,2024,12,Sunday
3591,2024-12-09,nhậu với phòng,40000,expense,Giải trí,Giải trí,,-40000,2024,12,Monday
3592,2024-12-09,cơm tiền ký,40000,expense,Ăn chính,Ăn uống,,-40000,2024,12,Monday
3593,2024-12-09,cơm gà,20000,expense,Ăn chính,Ăn uống,,-20000,2024,12,Monday
3594,2024-12-09,xoi + mì + nc đá,23000,expense,Ăn chính,Ăn uống,,-23000,2024,12,Monday
3595,2024-12-10,lương shop,66036,income,Lương,Thu nhập,,66036,2024,12,Tuesday
3596,2024-12-10,cháo bịch,7000,expense,Ăn chính,Ăn uống,,-7000,2024,12,Tuesday
3597,2024-12-10,nuôi,20000,expense,Ăn chính,Ăn uống,,-20000,2024,12,Tuesday
3598,2024-12-10,xoi + nc đá,8000,expense,Ăn chính,Ăn uống,,-8000,2024,12,Tuesday
3599,2024-12-11,xăng về quê,30000,expense,Di chuyển,Sinh hoạt,,-30000,2024,12,Wednesday
3600,2024-12-11,xoi,7000,expense,Ăn chính,Ăn uống,,-7000,2024,12,Wednesday
3601,2024-12-13,cơm gà chiên bột,20000,expense,Ăn chính,Ăn uống,,-20000,2024,12,Friday
3602,2024-12-13,xin mẹ tiền xăng,40000,income,Gia đình,Thu nhập,,40000,2024,12,Friday
3603,2024-12-14,cầu lông,27000,expense,Cầu lông,Thể thao,,-27000,2024,12,Saturday
3604,2024-12-14,xoi + cơm,27000,expense,Ăn chính,Ăn uống,,-27000,2024,12,Saturday
3605,2024-12-14,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2024,12,Saturday
3606,2024-12-18,chuối nướng,10000,expense,Ăn vặt,Ăn uống,,-10000,2024,12,Wednesday
3607,2024-12-18,dưa hấu việt em,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2024,12,Wednesday
3608,2024-12-18,nc cam,8000,expense,Ăn vặt,Ăn uống,,-8000,2024,12,Wednesday
3609,2024-12-18,xăng đi cantho,22000,expense,Di chuyển,Sinh hoạt,,-22000,2024,12,Wednesday
3610,2024-12-18,bida với kiên,60000,expense,Bi-da,Thể thao,,-60000,2024,12,Wednesday
3611,2024-12-21,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2024,12,Saturday
3612,2024-12-21,bida với kiên,20000,expense,Bi-da,Thể thao,,-20000,2024,12,Saturday
3613,2024-12-22,bánh tráng nướng,15000,expense,Ăn chính,Ăn uống,,-15000,2024,12,Sunday
3614,2024-12-22,Spotify monthly,29500,expense,Tinh thần,Giải trí,Monthly,-29500,2024,12,Sunday
3615,2024-12-22,cầu lông,39000,expense,Cầu lông,Thể thao,,-39000,2024,12,Sunday
3616,2024-12-22,xin mẹ đánh cầu,56625,income,Gia đình,Thu nhập,,56625,2024,12,Sunday
3617,2024-12-22,4g tháng 12,59000,expense,Tiện ích,Sinh hoạt,Monthly,-59000,2024,12,Sunday
3618,2024-12-24,xăng,10000,expense,Di chuyển,Sinh hoạt,,-10000,2024,12,Tuesday
3619,2024-12-24,nước tự động,10000,expense,Ăn vặt,Ăn uống,,-10000,2024,12,Tuesday
3620,2024-12-24,bánh chợ nha mân,20000,expense,Quan hệ xã hội,Xã hội,,-20000,2024,12,Tuesday
3621,2024-12-24,bida vs a thành,41000,expense,Bi-da,Thể thao,,-41000,2024,12,Tuesday
3622,2024-12-25,xin mẹ đóng ktx,1050000,income,Gia đình,Thu nhập,,1050000,2024,12,Wednesday
3623,2024-12-26,bánh mì,15000,expense,Ăn vặt,Ăn uống,,-15000,2024,12,Thursday
3624,2024-12-26,bida với a thành,40000,expense,Bi-da,Thể thao,,-40000,2024,12,Thursday
3625,2024-12-30,xin mẹ tiền đi học,91000,income,Gia đình,Thu nhập,,91000,2024,12,Monday
3626,2024-12-31,bánh bimbim,14000,expense,Ăn vặt,Ăn uống,,-14000,2024,12,Tuesday
3627,2024-12-31,bida với a thành,44000,expense,Bi-da,Thể thao,,-44000,2024,12,Tuesday
3628,2024-12-31,coffee,16000,expense,Cà phê,Ăn uống,,-16000,2024,12,Tuesday
3629,2024-12-31,nước suối + gửi xe,10000,expense,Học tập,Học tập,,-10000,2024,12,Tuesday
3630,2024-12-31,xăng đi học,30000,expense,Di chuyển,Sinh hoạt,,-30000,2024,12,Tuesday
3631,2025-01-01,ktx tháng 1,328500,expense,Nhà ở,Sinh hoạt,Monthly,-328500,2025,1,Wednesday
3632,2025-01-01,gym tháng 1,183000,expense,Gym,Thể thao,Monthly,-183000,2025,1,Wednesday
3633,2025-01-02,bánh mì,12000,expense,Ăn chính,Ăn uống,,-12000,2025,1,Thursday
3634,2025-01-02,cơm sườn,24000,expense,Ăn chính,Ăn uống,,-24000,2025,1,Thursday
3635,2025-01-02,cafe đá banh,15667,expense,Giải trí,Giải trí,,-15667,2025,1,Thursday
3636,2025-01-02,thuốc lá,24000,expense,Thuốc lá,Cá nhân,,-24000,2025,1,Thursday
3637,2025-01-02,gửi xe,2000,expense,Học tập,Học tập,,-2000,2025,1,Thursday
3638,2025-01-02,bida vs ân,39000,expense,Bi-da,Thể thao,,-39000,2025,1,Thursday
3639,2025-01-02,cơm gà lê trang,28000,expense,Ăn chính,Ăn uống,,-28000,2025,1,Thursday
3640,2025-01-02,gửi xe 2-II,34000,expense,Nhà ở,Sinh hoạt,Monthly,-34000,2025,1,Thursday
3641,2025-01-02,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2025,1,Thursday
3642,2025-01-02,xin mẹ tiền đi học,350000,income,Gia đình,Thu nhập,,350000,2025,1,Thursday
3643,2025-01-03,bánh mì căn tin,18000,expense,Ăn chính,Ăn uống,,-18000,2025,1,Friday
3644,2025-01-03,ân bao bida,10000,income,Anh em,Thu nhập,,10000,2025,1,Friday
3645,2025-01-03,bida với ân,25000,expense,Bi-da,Thể thao,,-25000,2025,1,Friday
3646,2025-01-03,cơm gà + sườn,52000,expense,Ăn chính,Ăn uống,,-52000,2025,1,Friday
3647,2025-01-04,bida với tường em,30000,expense,Bi-da,Thể thao,,-30000,2025,1,Saturday
3648,2025-01-04,cầu lông,35000,expense,Cầu lông,Thể thao,,-35000,2025,1,Saturday
3649,2025-01-04,nước mía + đồ chiên,15000,expense,Ăn vặt,Ăn uống,,-15000,2025,1,Saturday
3650,2025-01-04,xăng,60000,expense,Di chuyển,Sinh hoạt,,-60000,2025,1,Saturday
3651,2025-01-04,gửi xe,2000,expense,Học tập,Học tập,,-2000,2025,1,Saturday
3652,2025-01-04,xoi + bánh mì,14000,expense,Ăn chính,Ăn uống,,-14000,2025,1,Saturday
3653,2025-01-05,xin mẹ,105819,income,Gia đình,Thu nhập,,105819,2025,1,Sunday
3654,2025-01-06,bảo vệ tài khoản,3000,expense,Tiện ích,Sinh hoạt,,-3000,2025,1,Monday
3655,2025-01-06,iClond+,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2025,1,Monday
3656,2025-01-06,bida với ân,25000,expense,Bi-da,Thể thao,,-25000,2025,1,Monday
3657,2025-01-06,cơm + bánh mì,32000,expense,Ăn chính,Ăn uống,,-32000,2025,1,Monday
3658,2025-01-06,dượng 9 cho,200000,income,Dòng họ,Thu nhập,,200000,2025,1,Monday
3659,2025-01-06,xin mẹ tiền ăn,370000,income,Gia đình,Thu nhập,,370000,2025,1,Monday
3660,2025-01-07,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2025,1,Tuesday
3661,2025-01-07,quỷ nước,20000,expense,Ăn chính,Ăn uống,,-20000,2025,1,Tuesday
3662,2025-01-07,bida với ân,25000,expense,Bi-da,Thể thao,,-25000,2025,1,Tuesday
3663,2025-01-07,uống nước với q,45000,expense,Gấu,Xã hội,,-45000,2025,1,Tuesday
3664,2025-01-07,ăn sáng + bún riêu + cơm tắm,64000,expense,Ăn chính,Ăn uống,,-64000,2025,1,Tuesday
3665,2025-01-08,đậu phọng,12000,expense,Ăn vặt,Ăn uống,,-12000,2025,1,Wednesday
3666,2025-01-08,ăn sáng + cơm trưa + phở + mì,65000,expense,Ăn chính,Ăn uống,,-65000,2025,1,Wednesday
3667,2025-01-09,điện nước tháng 12,48000,expense,Nhà ở,Sinh hoạt,Monthly,-48000,2025,1,Thursday
3668,2025-01-09,bida,25000,expense,Bi-da,Thể thao,,-25000,2025,1,Thursday
3669,2025-01-09,cơm trưa + bò né + bánh bò,66000,expense,Ăn chính,Ăn uống,,-66000,2025,1,Thursday
3670,2025-01-09,cafe căn tin,14000,expense,Cà phê,Ăn uống,,-14000,2025,1,Thursday
3671,2025-01-10,đá banh vs lớp,50000,expense,Thể thao,Thể thao,,-50000,2025,1,Friday
3672,2025-01-10,gửi xe,8000,expense,Học tập,Học tập,,-8000,2025,1,Friday
3673,2025-01-10,bida với ân,25000,expense,Bi-da,Thể thao,,-25000,2025,1,Friday
3674,2025-01-10,bún xào + bún đậu + bún riếu + bánh tráng nướng + bánh mì,100000,expense,Ăn chính,Ăn uống,,-100000,2025,1,Friday
3675,2025-01-11,giày adidas,756000,expense,Quần áo,Cá nhân,BigM,-756000,2025,1,Saturday
3676,2025-01-11,mì căn tin + khoai,31000,expense,Ăn chính,Ăn uống,,-31000,2025,1,Saturday
3677,2025-01-11,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2025,1,Saturday
3678,2025-01-13,xin tiền tuần,500000,income,Gia đình,Thu nhập,,500000,2025,1,Monday
3679,2025-01-14,bida với ân,25000,expense,Bi-da,Thể thao,,-25000,2025,1,Tuesday
3680,2025-01-14,cơm + mì + sữa,58000,expense,Ăn chính,Ăn uống,,-58000,2025,1,Tuesday
3681,2025-01-14,"xin mẹ tiền xăng, ăn",80000,income,Gia đình,Thu nhập,,80000,2025,1,Tuesday
3682,2025-01-15,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2025,1,Wednesday
3683,2025-01-15,bida với ân,16000,expense,Bi-da,Thể thao,,-16000,2025,1,Wednesday
3684,2025-01-15,khăn giấy,7000,expense,Cơ thể,Thể thao,,-7000,2025,1,Wednesday
3685,2025-01-15,gửi xe,6000,expense,Học tập,Học tập,,-6000,2025,1,Wednesday
3686,2025-01-15,cafe căn tin,14000,expense,Cà phê,Ăn uống,,-14000,2025,1,Wednesday
3687,2025-01-15,xoi + xúc xích + 2cơm+ nước suối + bánh mì,95000,expense,Ăn chính,Ăn uống,,-95000,2025,1,Wednesday
3688,2025-01-16,1 áo thun + 2 quần,744648,expense,Quần áo,Cá nhân,BigM,-744648,2025,1,Thursday
3689,2025-01-16,sigon melon,24000,expense,Thuốc lá,Cá nhân,,-24000,2025,1,Thursday
3690,2025-01-16,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2025,1,Thursday
3691,2025-01-16,cầu lông,70000,expense,Cầu lông,Thể thao,,-70000,2025,1,Thursday
3692,2025-01-16,hớt tóc,35000,expense,Cơ thể,Thể thao,,-35000,2025,1,Thursday
3693,2025-01-16,cafe với phúc,20000,expense,Cà phê,Ăn uống,,-20000,2025,1,Thursday
3694,2025-01-16,bida với ân,50000,expense,Bi-da,Thể thao,,-50000,2025,1,Thursday
3695,2025-01-16,"cơm ba rọi, cơm sườn, bánh mì căn tin, kẹo ho + bánh đề thám",76000,expense,Ăn chính,Ăn uống,,-76000,2025,1,Thursday
3696,2025-01-18,xin mẹ tiền đi chơi,114000,income,Gia đình,Thu nhập,,114000,2025,1,Saturday
3697,2025-01-18,a ba hiếu cho,300000,income,Dòng họ,Thu nhập,,300000,2025,1,Saturday
3698,2025-01-19,chapman,45000,expense,Thuốc lá,Cá nhân,,-45000,2025,1,Sunday
3699,2025-01-19,uống nc với béo + tường,30000,expense,Quan hệ xã hội,Xã hội,,-30000,2025,1,Sunday
3700,2025-01-19,cơm sườn,24000,expense,Ăn chính,Ăn uống,,-24000,2025,1,Sunday
3701,2025-01-19,đá banh,23000,expense,Thể thao,Thể thao,,-23000,2025,1,Sunday
3702,2025-01-19,xin mẹ tiền đi chơi,358922,income,Gia đình,Thu nhập,,358922,2025,1,Sunday
3703,2025-01-20,nước mía + đồ chiên,20000,expense,Ăn vặt,Ăn uống,,-20000,2025,1,Monday
3704,2025-01-20,bida với tường em,27000,expense,Bi-da,Thể thao,,-27000,2025,1,Monday
3705,2025-01-20,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2025,1,Monday
3706,2025-01-21,bún đậu,55000,expense,Ăn chính,Ăn uống,,-55000,2025,1,Tuesday
3707,2025-01-21,cafe hạnh nhân vs tường,37000,expense,Quan hệ xã hội,Xã hội,,-37000,2025,1,Tuesday
3708,2025-01-21,4g tháng 1,60000,expense,Tiện ích,Sinh hoạt,Monthly,-60000,2025,1,Tuesday
3709,2025-01-23,cầu lông,41000,expense,Cầu lông,Thể thao,,-41000,2025,1,Thursday
3710,2025-01-24,Spotify monthly,29500,expense,Tinh thần,Giải trí,Monthly,-29500,2025,1,Friday
3711,2025-01-25,mẹ lì xì tết,567000,income,Gia đình,Thu nhập,,567000,2025,1,Saturday
3712,2025-01-25,tiền nc bida,15000,expense,Quan hệ xã hội,Xã hội,,-15000,2025,1,Saturday
3713,2025-01-25,cầu lông,26000,expense,Cầu lông,Thể thao,,-26000,2025,1,Saturday
3714,2025-01-25,đá banh,10000,expense,Thể thao,Thể thao,,-10000,2025,1,Saturday
3715,2025-01-26,mì + sưa tươi,68000,expense,Ăn chính,Ăn uống,,-68000,2025,1,Sunday
3716,2025-01-26,thuốc lá,37000,expense,Thuốc lá,Cá nhân,,-37000,2025,1,Sunday
3717,2025-01-26,chicken+,60000,expense,Ăn chính,Ăn uống,,-60000,2025,1,Sunday
3718,2025-01-26,nước với đám linh + thua bài,60000,expense,Quan hệ xã hội,Xã hội,,-60000,2025,1,Sunday
3719,2025-01-26,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2025,1,Sunday
3720,2025-01-27,bánh mì ăn sáng,15000,expense,Ăn chính,Ăn uống,,-15000,2025,1,Monday
3721,2025-01-27,bánh bao,16000,expense,Ăn chính,Ăn uống,,-16000,2025,1,Monday
3722,2025-01-27,nước với đám kiên,17000,expense,Quan hệ xã hội,Xã hội,,-17000,2025,1,Monday
3723,2025-01-27,cầu lông,20000,expense,Ăn chính,Ăn uống,,-20000,2025,1,Monday
3724,2025-01-28,mì trứng,18000,expense,Ăn chính,Ăn uống,,-18000,2025,1,Tuesday
3725,2025-01-28,net với a thành,35000,expense,Quan hệ xã hội,Xã hội,,-35000,2025,1,Tuesday
3726,2025-01-31,lì xì,760000,income,Dòng họ,Thu nhập,,760000,2025,1,Friday
3727,2025-01-31,bánh bao,8000,expense,Ăn chính,Ăn uống,,-8000,2025,1,Friday
3728,2025-01-31,nc với đám linh,52000,expense,Quan hệ xã hội,Xã hội,,-52000,2025,1,Friday
3729,2025-01-31,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2025,1,Friday
3730,2025-02-01,nước sa đéc,24000,expense,Quan hệ xã hội,Xã hội,,-24000,2025,2,Saturday
3731,2025-02-01,xăng,70000,expense,Di chuyển,Sinh hoạt,,-70000,2025,2,Saturday
3732,2025-02-01,"hủ tiếu với hiếu, như",40000,expense,Ăn chính,Ăn uống,,-40000,2025,2,Saturday
3733,2025-02-01,tường em: bida,20000,expense,Quan hệ xã hội,Xã hội,,-20000,2025,2,Saturday
3734,2025-02-01,bida với tường em,39000,expense,Bi-da,Thể thao,,-39000,2025,2,Saturday
3735,2025-02-01,ktx tháng 2,328000,expense,Nhà ở,Sinh hoạt,Monthly,-328000,2025,2,Saturday
3736,2025-02-02,xin mẹ tiền ăn,524000,income,Gia đình,Thu nhập,,524000,2025,2,Sunday
3737,2025-02-02,xin mẹ tiền đi chơi,50000,income,Gia đình,Thu nhập,,50000,2025,2,Sunday
3738,2025-02-02,gửi xe 2-II,33000,expense,Nhà ở,Sinh hoạt,Monthly,-33000,2025,2,Sunday
3739,2025-02-03,nước với Q,30000,expense,Quan hệ xã hội,Xã hội,,-30000,2025,2,Monday
3740,2025-02-03,ngũ cốc  + mì u don,61000,expense,Ăn chính,Ăn uống,,-61000,2025,2,Monday
3741,2025-02-04,bida với béo,25000,expense,Quan hệ xã hội,Xã hội,,-25000,2025,2,Tuesday
3742,2025-02-04,đề anh văn + gửi xe,76000,expense,Học tập,Học tập,,-76000,2025,2,Tuesday
3743,2025-02-04,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2025,2,Tuesday
3744,2025-02-04,jolibe + bahs ích,93000,expense,Ăn chính,Ăn uống,,-93000,2025,2,Tuesday
3745,2025-02-04,coi phim + kara nhóm linh + sữa chua đá,147000,expense,Quan hệ xã hội,Xã hội,,-147000,2025,2,Tuesday
3746,2025-02-05,thuốc lá,85000,expense,Thuốc lá,Cá nhân,,-85000,2025,2,Wednesday
3747,2025-02-05,ép dưa hấu,15000,expense,Ăn vặt,Ăn uống,,-15000,2025,2,Wednesday
3748,2025-02-05,"bánh mì +mì căn tin + cơm gà, mì ý",104000,expense,Ăn chính,Ăn uống,,-104000,2025,2,Wednesday
3749,2025-02-06,iCloud+,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2025,2,Thursday
3750,2025-02-06,lê trang + cơm sườn + bánh trang nướng,69000,expense,Ăn chính,Ăn uống,,-69000,2025,2,Thursday
3751,2025-02-07,khăn giấy,14000,expense,Tiện ích,Sinh hoạt,,-14000,2025,2,Friday
3752,2025-02-07,bida vs ân,25000,expense,Bi-da,Thể thao,,-25000,2025,2,Friday
3753,2025-02-07,lê trang + cơm gà + sữa tươi + ngũ cóc,72000,expense,Ăn chính,Ăn uống,,-72000,2025,2,Friday
3754,2025-02-08,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2025,2,Saturday
3755,2025-02-08,bida với ân,25000,expense,Bi-da,Thể thao,,-25000,2025,2,Saturday
3756,2025-02-08,mì hoành + lê trang + sữa tươi + nc suối + bánh mì,101000,expense,Ăn chính,Ăn uống,,-101000,2025,2,Saturday
3757,2025-02-09,sinh tố xoài,15000,expense,Ăn vặt,Ăn uống,,-15000,2025,2,Sunday
3758,2025-02-09,đá banh,15000,expense,Thể thao,Thể thao,,-15000,2025,2,Sunday
3759,2025-02-10,uống nc làm bài,26000,expense,Học tập,Học tập,,-26000,2025,2,Monday
